Desired Angle,Straight Power,Left Power,Right Power
0.01869465260906037,0.687,0.6874833900490298,0.6865166099509703
0.05252287926930716,0.687,0.6880148467998075,0.6859851532001926
0.10593383102840122,0.687,0.6886023285527729,0.6853976714472272
0.18099740855940238,0.687,0.6892519073259301,0.68474809267407
0.280010571427013,0.687,0.6899703948860284,0.6840296051139717
0.40552528931337123,0.687,0.6907654415365908,0.6832345584634093
0.5603802249871563,0.687,0.6916456480702136,0.6823543519297866
0.7477366294554338,0.687,0.6926206921340484,0.6813793078659517
0.9711189646678878,0.687,0.6937014700563737,0.6802985299436264
1.2344607899264073,0.687,0.6949002547577556,0.6790997452422445
1.5421564432085988,0.687,0.6962308695984658,0.6777691304015343
1.899119000267598,0.687,0.6977088767117701,0.67629112328823
2.3108448760601212,0.687,0.6993517762737758,0.6746482237262243
2.783485205402252,0.687,0.7011792098802639,0.6728207901197362
3.3239237451555197,0.687,0.703213156192598,0.6707868438074021
3.9398603956525045,0.687,0.7054780995149096,0.6685219004850905
4.639898426746446,0.687,0.7080011409328183,0.6659988590671818
5.4336319504866735,0.687,0.7108120057122069,0.6631879942877932
6.331727887900901,0.687,0.7139428781224268,0.6600571218775733
7.34599334747776,0.687,0.7174279637873058,0.6565720362126943
8.48941462419102,0.687,0.7213026383013978,0.6526973616986023
9.77614757179445,0.687,0.725601988428103,0.6483980115718971
11.22143059814063,0.687,0.7303584907903855,0.6436415092096146
12.8413809561755,0.687,0.7355985107410462,0.6384014892589539
14.652622979025782,0.687,0.7413372606855085,0.6326627393144916
16.67168535269471,0.687,0.7475718712100679,0.6264281287899323
18.91409755076007,0.687,0.7542723659419608,0.6197276340580393
21.39312050497551,0.687,0.7613706886264633,0.6126293113735368
24.118074515532427,0.687,0.7687486203167075,0.6052513796832926
27.09229176309949,0.687,0.7762265174270119,0.5977734825729882
30.310832116115186,0.687,0.783556210590471,0.5904437894095291
33.75825587697072,0.687,0.7904227128256661,0.583577287174334
37.406913392243425,0.687,0.7964597254581811,0.577540274541819
41.21631825289318,0.687,0.8012821458194928,0.5727178541805074
45.13412247421024,0.687,0.8045341266395117,0.5694658733604884
49.09893886116085,0.687,0.8059444916085186,0.5680555083914816
53.0447860345216,0.687,0.8053754152008225,0.5686245847991777
56.9064268462152,0.687,0.802849224350808,0.5711507756491921
60.62456377335499,0.687,0.7985441078141939,0.5754558921858062
64.14990528337408,0.687,0.7927602453005728,0.5812397546994273
67.4454980811053,0.687,0.7858677839319366,0.5881322160680635
70.48723754092194,0.687,0.7782521837944992,0.5957478162055009
73.26289667863871,0.687,0.7702697741315032,0.6037302258684969
75.77022508990068,0.687,0.762219852337859,0.6117801476621411
78.01466735058258,0.687,0.7543332678204573,0.6196667321795428
80.00711890775946,0.687,0.7467735467153064,0.6272264532846937
81.7619689166098,0.687,0.7396455002655102,0.6343544997344899
83.29553441068691,0.687,0.7330069648223133,0.6409930351776868
84.62489181929003,0.687,0.7268807222580935,0.6471192777419066
85.7670584438219,0.687,0.7212649987359561,0.652735001264044
86.73845593767037,0.687,0.7161419248154541,0.657858075184546
87.554586973963,0.687,0.711483931088779,0.6625160689112211
88.22986503777304,0.687,0.7072583419143013,0.6667416580856989
88.77754925247284,0.687,0.703430526440994,0.6705694735590061
89.20974791102671,0.687,0.6999659597566162,0.6740340402433839
89.53746443667062,0.687,0.6968314957693172,0.6771685042306829
89.77066743976638,0.687,0.6939960900928731,0.680003909907127
89.91837249687478,0.687,0.691431151713252,0.6825688482867481
89.98872758644255,0.687,0.6891106526870331,0.684889347312967
